id,age,area,floor,max_floor,y
932,89,35.99,3,3,135000
933,304,21.05,2,7,73000
934,173,61.85,3,12,187000
935,246,50.0,7,10,148000
936,69,30.95,3,3,145000
937,22,38.97,3,3,102000
938,550,11.01,2,2,47000
939,391,40.0,3,4,103000
940,2,25.35,3,5,137500
941,521,27.26,3,3,70000
942,18,11.23,1,2,61000
943,209,63.92,1,5,195000
944,418,12.72,1,4,48000
945,161,52.03,2,2,162000
946,497,34.02,2,2,60000
947,347,60.4,2,6,139000
948,1,25.41,2,7,116500
949,173,58.83,9,14,192000
950,17,39.69,9,12,175000
951,65,52.49,4,22,320000
952,559,17.33,1,2,50000
953,160,45.34,14,15,268000
954,124,19.87,2,2,73000
955,4,41.86,1,2,143000
956,458,35.0,3,3,63000
957,75,21.69,3,8,95000
958,18,40.46,8,9,150000
959,0,44.96,1,3,102000
960,362,44.4,3,3,68000
961,72,41.57,2,8,135000
962,0,37.14,2,3,124500
963,472,18.0,2,2,65000
964,199,60.98,4,5,174000
965,2,43.06,9,12,159000
966,138,24.86,2,14,96000
967,428,40.0,2,2,66000
968,43,23.52,4,7,83000
969,341,31.11,2,2,100000
970,474,21.0,1,2,53000
971,317,37.21,7,11,130000
972,557,20.0,2,2,68000
973,37,11.04,1,2,62000
974,30,25.11,6,13,128000
975,42,22.39,2,14,93000
976,388,12.15,1,2,48000
977,5,25.11,3,12,127000
978,6,34.15,6,10,177000
979,343,20.55,3,3,52000
980,546,30.0,1,2,55000
981,150,78.86,10,27,330000
982,656,15.79,2,2,35000
983,151,19.41,2,3,62000
984,269,38.0,3,3,120000
985,143,53.22,4,13,154000
986,257,71.56,4,14,141000
987,281,40.0,4,6,125000
988,66,25.0,3,7,80600
989,5,20.02,2,3,98000
990,282,20.83,3,4,67000
991,341,18.2,1,2,75000
992,53,72.96,3,3,113500
993,33,40.99,1,2,121000
994,311,48.06,3,3,80000
995,1,40.56,2,13,162000
996,4,25.38,3,5,83000
997,114,55.35,7,14,170500
998,195,27.37,8,12,138000
999,317,21.38,1,3,68000
1000,375,71.97,1,14,279000
1001,83,61.78,2,4,233000
1002,293,41.21,5,5,147000
1003,179,22.97,4,4,82000
1004,365,42.97,2,3,73000
1005,318,38.81,1,3,74000
1006,395,97.5,2,2,236000
1007,32,25.59,7,7,118000
1008,0,25.2,3,5,126000
1009,615,43.78,2,2,80000
1010,195,21.18,5,5,81000
1011,31,59.51,4,4,400000
1012,242,31.7,1,2,83000
1013,185,19.38,2,3,60000
1014,263,18.0,7,9,71000
1015,47,25.35,2,10,82500
1016,38,25.32,3,11,80500
1017,104,22.37,5,13,90000
1018,231,62.33,9,9,330000
1019,103,40.58,9,14,142000
1020,378,17.39,1,2,53000
1021,164,25.48,9,12,145000
1022,17,21.19,6,7,110000
1023,640,14.9,1,2,48000
1024,5,25.28,4,14,198000
1025,227,20.0,3,3,70000
1026,508,21.6,2,2,64000
1027,42,37.32,2,2,125000
1028,376,20.14,1,4,76000
1029,319,22.51,1,2,62000
1030,157,54.98,12,14,293000
1031,143,44.36,13,15,168000
1032,1,40.83,3,12,121000
1033,110,25.0,8,8,92000
1034,294,61.1,6,7,146500
1035,355,16.51,4,4,73000
1036,55,30.98,4,8,101500
1037,361,18.5,1,2,52000
1038,40,48.28,4,5,239000
1039,30,42.05,2,6,197000
1040,5,20.01,1,3,70000
1041,142,26.64,5,19,120000
1042,174,30.6,9,11,99000
1043,112,13.42,2,2,76000
1044,441,30.0,2,2,75000
1045,3,48.73,1,2,131500
1046,196,21.31,5,14,97000
1047,161,21.45,3,5,82000
1048,42,25.08,2,7,123500
1049,24,11.04,1,2,65500
1050,213,48.15,4,6,153000
1051,0,34.68,2,3,118000
1052,1,27.46,4,5,97000
1053,218,21.34,4,11,85000
1054,0,33.23,3,3,99000
1055,125,42.81,1,3,150000
1056,12,55.0,4,14,203000
1057,425,39.52,2,9,110000
1058,173,60.97,9,14,191000
1059,521,30.28,2,2,89000
1060,32,33.26,2,2,89000
1061,125,35.08,2,6,149000
1062,473,42.74,7,11,110000
1063,149,28.2,2,3,116000
1064,10,25.09,2,9,136000
1065,90,27.74,5,5,92000
1066,137,69.74,14,21,260000
1067,149,28.79,2,3,117000
1068,145,22.91,3,9,90000
1069,7,26.09,11,13,135000
1070,269,69.65,2,3,240000
1071,210,22.23,3,10,76000
1072,149,39.16,2,2,107000
1073,259,43.68,9,22,157000
1074,402,22.0,2,2,52000
1075,370,18.48,2,5,65000
1076,176,22.83,7,13,114000
1077,284,19.24,1,4,74000
1078,5,11.32,3,3,52000
1079,6,24.35,5,6,105000
1080,1,46.65,5,7,104500
1081,190,45.6,3,15,175000
1082,186,32.66,3,5,109000
1083,66,29.96,2,2,87000
1084,42,20.29,1,4,81000
1085,101,44.61,1,5,121000
1086,289,31.95,2,15,87500
1087,62,26.18,4,4,100000
1088,0,42.25,5,14,204000
1089,405,13.63,3,4,56000
1090,2,27.51,2,6,145000
1091,253,20.32,2,4,65000
1092,105,41.79,2,5,147000
1093,180,19.73,5,9,91000
1094,222,41.73,2,2,112000
1095,547,22.06,3,5,45000
1096,137,46.47,4,12,194000
1097,362,27.09,3,6,72000
1098,56,50.45,5,5,248000
1099,137,40.8,2,14,130000
1100,497,11.39,1,2,51000
1101,116,70.98,5,16,197000
1102,414,29.23,5,10,85000
1103,34,26.1,6,10,96000
1104,403,14.85,1,5,86500
1105,187,22.51,9,11,109000
1106,375,55.31,5,7,187000
1107,1,25.83,4,4,102500
1108,376,23.76,3,3,64500
1109,0,41.82,1,2,130000
1110,324,14.04,2,2,47000
1111,132,28.14,5,8,98000
1112,48,76.18,2,2,145000
1113,686,36.3,3,4,72000
1114,109,40.4,1,4,145000
1115,234,28.57,2,3,76000
1116,1,25.84,5,10,130000
1117,12,53.9,5,12,276000
1118,563,24.3,4,5,58000
1119,77,25.88,2,15,125500
1120,192,32.68,2,3,114800
1121,2,40.85,7,10,233000
1122,24,18.0,1,2,52000
1123,365,54.0,2,7,112000
1124,249,29.43,1,3,105000
1125,364,70.29,4,4,133000
1126,0,72.6,2,7,173000
1127,415,18.0,2,2,64000
1128,83,61.36,3,4,234000
1129,341,67.75,7,8,165000
1130,292,88.33,2,2,235000
1131,87,25.23,4,7,95000
1132,36,21.28,2,2,56000
1133,96,29.97,2,2,72000
1134,338,40.57,1,2,75000
1135,2,19.0,1,5,88000
1136,7,25.87,7,13,139000
1137,563,24.5,1,2,63000
1138,213,23.7,2,3,85000
1139,466,14.31,4,4,55000
1140,427,14.69,1,4,62000
1141,94,55.16,15,21,315000
1142,257,45.98,14,22,159000
1143,335,85.97,3,23,315000
1144,144,25.25,3,3,79000
1145,1,25.16,2,4,110000
1146,1,25.83,1,4,85000
1147,139,20.01,2,9,86000
1148,3,40.0,10,10,208000
1149,365,38.0,2,3,65000
1150,1,46.65,7,8,106500
1151,92,43.35,5,11,148000
1152,114,36.64,1,2,85000
1153,144,48.34,2,2,113000
1154,449,21.2,2,8,85000
1155,141,20.78,2,7,91000
1156,12,30.08,2,9,88000
1157,60,25.62,5,14,87500
1158,162,21.99,2,2,63000
1159,83,20.1,2,2,73000
1160,348,37.0,2,2,97000
1161,245,32.22,1,2,98000
1162,0,21.45,4,4,70500
1163,175,24.49,10,13,115000
1164,1,17.24,1,3,57000
1165,371,43.89,2,8,98000
1166,150,60.94,19,27,278000
1167,132,52.08,8,15,307000
1168,401,64.8,3,4,150000
1169,461,17.11,12,12,70000
1170,366,86.59,6,23,233000
1171,520,30.2,2,2,60000
1172,422,19.44,2,5,73000
1173,159,27.03,13,14,117000
1174,114,76.07,5,28,450000
1175,333,48.0,3,5,80000
1176,11,40.09,4,4,198000
1177,373,16.0,2,3,72000
1178,23,14.43,2,2,61500
1179,31,25.46,3,5,93000
1180,46,17.76,1,3,69000
1181,365,22.91,3,4,65000
1182,487,30.0,2,4,80000
1183,176,42.0,9,11,159000
1184,10,25.09,4,9,137000
1185,56,38.62,2,2,103000
1186,162,75.47,4,7,233000
1187,123,27.56,6,12,89000
1188,249,55.0,3,3,118000
1189,13,22.35,3,3,76000
1190,189,40.83,7,15,170000
1191,5,34.98,1,2,119000
1192,77,42.85,1,3,106000
1193,1,65.0,1,2,177000
1194,432,35.91,3,7,92000
1195,24,25.77,1,4,101000
1196,466,44.68,2,7,146000
1197,294,67.75,3,7,160000
1198,401,14.15,1,2,41000
1199,0,21.28,6,7,95000
1200,138,44.64,10,25,228000
1201,0,23.87,2,3,81000
1202,112,19.87,2,2,80500
1203,4,85.0,2,3,320000
1204,24,26.03,2,1,110000
1205,5,25.28,4,14,198000
1206,187,22.52,11,14,117000
1207,5,25.19,5,11,118500
1208,344,92.34,6,6,185000
1209,501,18.36,3,7,65000
1210,48,19.34,2,3,87000
1211,41,72.58,1,3,238000
1212,177,69.72,13,13,275000
1213,388,33.66,3,3,66500
1214,125,22.03,10,11,97500
1215,186,65.18,1,7,178000
1216,11,28.77,3,11,175000
1217,23,25.46,6,13,134000
1218,135,61.75,14,39,240000
1219,415,14.21,1,4,62000
1220,385,34.7,2,2,66000
1221,186,20.28,1,2,67000
1222,172,39.86,2,5,147000
1223,371,52.9,7,7,139000
1224,309,64.8,6,8,166000
1225,173,17.0,2,2,67800
1226,38,40.5,2,5,169000
1227,2,53.0,3,9,125500
1228,215,24.03,8,12,92000
1229,267,18.0,3,6,56000
1230,54,25.28,11,14,100000
1231,485,64.58,7,8,280000
1232,4,55.9,8,12,193000
1233,176,36.4,5,5,78000
1234,329,20.0,2,3,50000
1235,31,25.13,13,19,127000
1236,87,21.0,2,4,101500
1237,11,31.48,2,3,111000
1238,370,50.32,3,3,87000
1239,377,40.0,5,6,120000
1240,22,60.19,5,14,250000
1241,320,18.9,4,10,68000
1242,25,26.28,4,10,98000
1243,270,32.51,1,5,81000
1244,365,42.36,2,10,127000
1245,341,25.4,3,3,55000
1246,81,94.28,3,3,200000
1247,3,43.54,7,12,207000
1248,23,11.76,2,2,65000
1249,137,20.43,7,11,103000
1250,357,39.66,2,3,69000
1251,219,25.96,10,15,140000
1252,377,26.0,3,9,75000
1253,127,33.75,2,6,153000
1254,379,38.5,1,2,66000
1255,250,23.91,6,7,75000
1256,360,7.7,2,3,46000
1257,149,19.71,3,4,80000
1258,601,15.0,1,2,50000
1259,354,44.4,8,9,138000
1260,152,30.4,14,15,143000
1261,37,44.72,1,2,100500
1262,404,59.04,2,3,178000
1263,37,20.12,4,4,92000
1264,542,19.0,2,3,60000
1265,10,25.0,7,9,139000
1266,0,66.53,3,3,131000
1267,149,14.52,2,3,63000
1268,196,17.65,4,4,77000
1269,104,21.96,5,14,93000
1270,14,25.7,9,12,98500
1271,2,22.88,2,4,125000
1272,206,66.59,7,13,259000
1273,33,12.12,2,2,48000
1274,32,26.46,7,15,88000
1275,197,52.76,4,7,245000
1276,326,18.0,2,4,55000
1277,578,23.2,2,6,72000
1278,366,14.91,2,2,46000
1279,352,16.5,4,6,67000
1280,0,26.36,6,6,101000
1281,250,30.96,2,8,125000
1282,323,20.72,11,12,83000
1283,506,38.0,3,3,61000
1284,173,58.83,9,14,192000
1285,126,31.67,1,2,74500
1286,0,22.72,2,3,105000
1287,323,17.95,1,2,59000
1288,186,40.57,3,3,112000
1289,22,32.94,7,10,155000
1290,121,32.37,3,3,75000
1291,138,21.0,8,12,110000
1292,186,25.72,2,3,74000
1293,73,59.7,4,5,189000
1294,2,30.07,11,12,170000
1295,301,82.92,30,33,199500
1296,544,214.78,3,3,550000
1297,8,23.22,2,3,116000
1298,1,25.52,4,8,127000
1299,152,24.22,3,5,88000
1300,258,69.86,26,50,227000
1301,344,39.69,3,3,110000
1302,237,25.48,5,5,105000
1303,74,19.96,1,2,91500
1304,166,19.9,2,2,74000
1305,462,21.63,2,4,84000
1306,1,25.49,9,9,106000
1307,377,28.0,1,3,70000
1308,344,48.1,4,4,105000
1309,231,35.52,2,3,110000
1310,324,18.67,1,8,62000
1311,331,17.35,2,2,60000
1312,57,27.26,7,12,104000
1313,23,55.05,6,6,220000
1314,90,32.12,5,7,137000
1315,2,26.67,4,7,139000
1316,0,29.0,3,3,86000
1317,508,36.4,4,6,108000
1318,226,21.24,2,2,78000
1319,40,25.81,1,5,104000
1320,71,25.04,13,14,168000
1321,158,21.37,1,2,78000
1322,207,21.45,7,8,96000
1323,95,75.0,5,14,145000
1324,3,40.08,5,12,195000
1325,43,18.92,2,5,80000
1326,356,15.98,2,3,42000
1327,169,28.08,7,11,120000
1328,90,26.23,4,7,100000
1329,114,78.79,2,6,210000
1330,125,24.53,1,2,88000
1331,154,21.0,6,10,120000
1332,306,21.81,2,6,78000
1333,233,38.0,3,4,129000
1334,163,33.94,5,9,145000
1335,350,17.76,1,2,58000
1336,17,42.43,1,2,110000
1337,371,66.12,3,3,125000
1338,234,60.39,1,3,179000
1339,0,25.99,3,8,108000
1340,167,29.66,2,7,98000
1341,149,20.87,1,2,67000
1342,48,17.56,3,3,62000
1343,22,29.02,5,8,105000
1344,206,27.57,2,2,71000
1345,423,36.52,3,3,100000
1346,125,29.03,4,4,121000
1347,385,29.62,2,5,71000
1348,538,60.31,1,1,180000
1349,558,26.5,1,2,65000
1350,353,34.0,4,6,90000
1351,231,30.75,8,9,175000
1352,160,41.27,1,4,128000
1353,68,25.27,4,10,98000
1354,102,22.2,6,15,107000
1355,0,23.75,3,7,114000
1356,174,42.62,8,14,151000
1357,116,33.07,3,4,110000
1358,211,35.28,10,13,136000
1359,412,18.27,3,3,59000
1360,281,18.0,3,4,60000
1361,212,40.44,12,12,165000
1362,360,22.1,3,3,72000
1363,209,33.38,1,3,99000
1364,0,42.39,2,2,116000
1365,115,15.14,1,3,53000
1366,367,23.0,3,4,83000
1367,282,70.88,2,11,195000
1368,329,18.72,1,5,57500
1369,316,19.0,1,2,56000
1370,0,23.6,1,3,89000
1371,7,20.32,1,3,87000
1372,321,64.8,5,7,168000
1373,337,53.6,6,6,85000
1374,157,21.18,3,4,81500
1375,305,59.36,1,4,70000
1376,347,26.5,2,2,83000
1377,26,21.6,6,13,105000
1378,47,25.33,3,15,104000
1379,329,44.28,2,6,139000
1380,62,22.76,9,13,116500
1381,109,26.22,3,4,115000
1382,3,43.1,9,12,208000
1383,589,28.35,2,12,120000
1384,167,30.87,1,11,139000
1385,3,25.15,6,8,122000
1386,268,13.54,2,5,64000
1387,559,34.5,2,3,87000
1388,161,59.73,7,8,225000
1389,162,48.1,3,10,176000
1390,317,39.6,1,2,100000
1391,41,40.69,7,9,160000
1392,305,45.13,1,2,75000
1393,364,25.0,2,4,72000
1394,392,14.52,6,10,57730
1395,131,37.69,13,14,130000
1396,587,33.5,2,2,55000
1397,222,20.33,1,2,63000
1398,462,12.0,3,3,56000
1399,2,21.9,1,4,112000
1400,334,15.0,2,2,60000
1401,47,25.09,1,5,117000
1402,148,39.0,11,11,136000
1403,398,11.39,2,2,40000
1404,360,29.76,2,4,77000
1405,155,21.66,3,3,84000
1406,359,16.57,3,5,63000
1407,0,25.34,2,8,104000
1408,5,25.25,2,3,84000
1409,193,21.57,6,6,92000
1410,77,63.18,2,2,125000
1411,66,26.73,2,10,102000
1412,350,29.75,1,2,60000
1413,420,12.7,3,4,53000
1414,304,20.5,2,2,77000
1415,198,22.0,2,2,76000
1416,0,29.4,8,8,128000
1417,179,28.56,2,3,76000
1418,288,26.16,2,4,89500
1419,1,40.02,7,13,169000
1420,0,25.02,4,8,116000
1421,370,24.75,7,7,127000
1422,358,60.09,4,4,215000
1423,150,45.03,3,3,104500
1424,221,80.46,1,8,225000
1425,491,23.64,2,4,80000
1426,1,16.48,2,3,65000
1427,0,25.35,7,12,108000
1428,370,17.6,2,2,45000
1429,530,58.25,3,5,129000
1430,1,22.5,9,14,121000
1431,484,23.87,6,9,78000
1432,22,28.18,12,13,203000
1433,647,46.98,2,2,75000
1434,36,25.64,5,10,130000
1435,41,91.92,2,2,210000
1436,262,42.0,2,4,109000
1437,164,36.38,7,12,198000
1438,5,25.2,7,14,122000
1439,12,45.6,4,9,163000
1440,201,22.12,1,7,66000
1441,59,31.12,2,2,100000
1442,3,33.01,7,8,182000
1443,50,56.0,1,2,160000
1444,359,65.92,1,3,136000
1445,367,58.94,1,5,154000
1446,121,34.75,4,10,152000
1447,269,15.5,2,4,63000
1448,197,51.86,36,41,268800
1449,2,25.5,4,5,80000
1450,142,45.97,2,2,124000
1451,1,53.66,3,3,119500
1452,6,40.03,14,15,193000
1453,337,20.38,5,6,68000
1454,175,40.01,3,10,180000
1455,559,18.97,2,2,42000
1456,77,25.05,4,8,81000
1457,0,27.58,1,7,105000
1458,47,57.73,2,2,157000
1459,499,21.0,1,2,60000
1460,310,70.16,2,6,136000
1461,293,19.49,3,7,73000
1462,156,21.48,7,9,102000
1463,196,118.38,5,6,402000
1464,1,29.38,3,4,106000
1465,471,30.0,2,4,85000
1466,199,95.57,3,3,180000
1467,187,60.71,6,9,185000
1468,139,52.92,2,3,152000
1469,376,36.2,2,5,95000
1470,77,27.35,1,3,75500
1471,199,21.4,1,3,82000
1472,187,58.11,2,8,212000
1473,0,67.49,2,2,149000
1474,0,25.99,4,8,109000
1475,27,51.02,9,10,245000
1476,62,25.59,3,7,115500
1477,374,61.7,4,24,179000
1478,45,20.25,6,8,115000
1479,478,30.0,3,3,80000
1480,75,49.08,6,10,142500
1481,49,30.86,2,18,97500
1482,2,43.06,8,12,159000
1483,171,41.95,4,13,155000
1484,10,9.31,1,2,60000
1485,4,17.72,1,3,63000
1486,114,26.77,3,9,85000
1487,185,20.45,2,3,56000
1488,1,55.24,2,15,214000
1489,0,43.49,7,10,117000
1490,313,28.29,6,12,86000
1491,411,30.0,2,3,73000
1492,18,43.09,3,11,196000
1493,5,47.99,5,6,155000
1494,1,28.39,9,11,141000
1495,168,79.06,19,40,280000
1496,54,54.36,13,14,249000
1497,93,54.9,10,10,140000
1498,434,17.01,2,2,62000
1499,315,19.44,2,2,55000
1500,6,67.26,3,11,385000
1501,174,24.96,5,10,90000
1502,222,163.62,3,3,1200000
1503,567,26.0,1,2,69000
1504,496,20.0,4,5,67000
1505,5,25.53,2,6,97000
1506,472,40.12,3,3,69320
1507,138,29.27,10,10,109000
1508,276,52.65,2,6,116000
1509,0,40.02,4,4,131000
1510,138,21.0,10,12,105000
1511,6,25.19,10,15,120000
1512,177,60.9,6,13,245000
1513,65,27.6,2,6,92000
1514,19,36.95,3,10,117000
1515,62,33.33,3,14,101000
1516,209,24.42,4,13,84000
1517,285,41.9,2,3,96000
1518,48,25.81,1,6,105000
1519,137,65.55,3,21,248000
1520,1,30.74,7,8,142000
1521,162,53.22,5,6,204000
1522,680,33.0,1,2,122000
1523,0,26.39,3,7,103500
1524,3,25.58,2,11,92000
1525,185,22.87,2,5,70000
1526,273,50.01,2,2,113000
1527,29,26.76,5,17,137000
1528,258,20.26,1,2,69000
1529,446,16.5,2,2,45000
1530,399,78.55,1,5,250000
1531,33,14.62,1,2,67000
1532,10,15.37,2,2,61000
1533,0,17.77,4,4,91000
1534,1,28.39,5,11,137000
1535,5,23.51,3,3,95000
1536,170,23.7,3,11,95000
1537,161,20.34,8,14,96000
1538,150,23.2,5,8,94000
1539,310,59.84,5,5,88000
1540,137,33.28,2,15,147500
1541,247,37.45,1,2,100000
1542,425,58.32,4,9,122000
1543,114,25.2,2,10,122000
1544,98,43.68,13,14,167000
1545,24,55.26,1,3,158000
1546,186,26.08,2,2,79500
1547,161,21.2,4,7,92000
1548,451,8.5,3,4,67000
1549,282,65.87,1,3,124000
1550,34,27.5,6,14,112000
1551,137,40.35,5,5,137000
1552,0,48.81,5,5,147000
1553,139,19.7,1,2,62500
1554,22,20.29,1,3,75000
1555,162,30.09,8,11,125000
1556,3,31.05,10,10,160000
1557,355,39.0,2,3,125000
1558,181,21.22,2,2,59000
1559,138,28.02,2,2,84500
1560,1,25.9,11,11,140000
1561,0,40.39,2,4,185000
1562,370,47.79,1,3,89000
1563,148,38.0,4,4,110000
1564,1,23.4,4,4,97000
1565,181,50.17,7,13,165000
1566,71,44.71,2,2,99000
1567,417,12.72,2,4,47000
1568,1,25.15,4,4,112000
1569,176,35.65,1,2,95000
1570,161,26.09,2,2,64000
1571,6,24.35,5,6,105000
1572,43,29.76,4,15,152000
1573,30,25.71,1,3,94500
1574,335,34.16,1,3,105000
1575,19,33.71,3,15,170000
1576,187,36.09,8,15,160000
1577,143,26.56,9,10,109000
1578,499,20.25,2,2,45000
1579,0,29.0,3,3,86000
1580,218,38.79,3,4,160000
1581,177,40.45,5,12,160000
1582,4,18.85,3,3,80000
1583,87,33.93,2,2,120000
1584,2,53.0,3,9,125500
1585,41,25.75,2,5,88000
1586,12,28.23,8,11,179000
1587,0,54.57,1,7,166000
1588,1,40.52,3,12,192000
1589,484,22.47,5,8,85000
1590,409,43.0,2,3,70000
1591,6,25.67,15,18,111000
1592,24,27.25,7,8,128000
1593,2,25.29,3,4,99500
1594,1,33.08,1,2,111000
1595,181,24.58,2,15,94000
1596,686,36.3,3,4,70000
1597,107,21.52,7,10,106500
1598,480,32.0,3,3,86000
1599,179,23.85,2,2,63000
1600,234,26.01,12,13,116000
1601,65,10.52,1,2,72000
1602,557,30.0,1,2,88000
1603,83,38.9,4,4,121000
1604,1,14.07,1,3,69000
1605,314,55.08,5,9,103500
1606,48,36.93,3,3,105000
1607,122,44.86,9,39,137800
1608,359,19.2,2,2,70000
1609,1,40.52,11,12,204000
1610,179,38.21,1,3,121000
1611,229,52.25,2,3,128000
1612,222,42.04,4,4,97000
1613,4,19.11,2,3,77000
1614,243,63.38,2,8,197000
1615,2,25.74,3,5,105500
1616,1,59.75,3,3,165000
1617,212,20.3,2,11,88000
1618,139,50.59,19,58,204000
1619,334,64.85,3,3,125000
1620,137,43.9,1,2,94000
1621,103,22.95,1,3,70000
1622,285,19.87,2,2,64000
1623,353,55.58,1,7,120000
1624,162,35.04,12,15,163000
1625,27,41.27,2,2,114000
1626,303,32.53,2,3,68000
1627,436,37.5,3,8,96000
1628,319,43.0,3,6,110000
1629,53,40.76,5,8,178000
1630,182,59.94,2,3,125000
1631,329,79.47,2,2,215000
1632,13,32.19,3,4,91000
1633,141,31.74,4,6,97500
1634,83,41.61,1,3,118000
1635,27,26.14,2,4,93000
1636,72,61.2,4,5,206000
1637,56,7.0,2,2,37000
1638,101,17.52,3,3,72000
1639,177,21.26,6,7,101000
1640,341,74.16,3,3,178000
1641,2,29.02,7,12,160000
1642,227,55.68,1,3,132000
1643,41,32.11,6,13,160000
1644,55,31.65,6,11,104000
1645,268,34.0,2,2,108000
1646,37,21.01,1,3,84000
1647,151,38.5,2,2,95000
1648,339,15.0,1,2,63000
1649,27,55.11,13,14,286000
1650,498,31.5,1,3,101000
1651,425,40.0,3,3,113000
1652,493,53.55,11,14,110000
1653,425,14.3,2,5,55400
1654,12,9.52,1,2,59000
1655,138,30.16,9,14,108000
1656,204,20.37,2,11,86000
1657,6,29.33,12,18,123000
1658,203,32.22,4,6,89000
1659,3,21.53,1,2,79000
1660,101,20.96,6,7,89000
1661,241,19.05,8,12,88000
1662,68,25.54,2,6,96500
1663,0,67.04,1,2,144000
1664,5,16.41,1,3,85000
1665,126,35.02,4,11,144000
1666,420,24.6,2,2,52000
1667,3,16.13,1,3,50000
1668,2,26.54,3,3,104000
1669,96,19.22,4,9,91000
1670,0,21.75,2,8,118000
1671,428,53.0,2,5,70000
1672,257,70.75,6,14,245000
1673,19,22.11,5,11,79000
1674,369,94.64,2,3,135000
1675,130,63.0,10,14,174000
1676,145,20.96,8,10,101000
1677,27,23.84,2,5,94000
1678,345,61.95,6,8,149000
1679,74,32.27,4,10,90000
1680,341,11.13,2,2,57000
1681,174,53.68,2,12,212000
1682,430,55.0,3,3,140000
1683,91,40.6,2,13,133000
1684,285,18.7,2,2,73500
1685,648,14.58,1,3,47000
1686,175,29.4,7,13,128000
1687,388,18.42,6,8,71000
1688,7,41.04,7,13,198000
1689,4,20.14,3,5,100000
1690,3,25.66,2,6,97500
1691,245,71.84,2,3,184000
1692,2,35.06,3,6,188000
1693,460,21.45,3,5,72000
1694,139,74.29,7,58,263000
1695,122,28.27,5,7,114000
1696,4,34.16,4,5,157000
1697,143,26.18,4,14,87000
1698,124,27.5,4,13,120000
1699,160,45.0,9,12,175000
1700,88,25.74,7,8,99500
1701,328,39.74,2,2,99000
1702,58,26.52,4,9,105000
1703,2,26.54,3,5,104000
1704,506,52.54,3,3,89000
1705,145,37.63,3,12,160000
1706,1,49.91,5,5,162000
1707,265,20.5,1,2,72000
1708,25,37.29,6,8,171000
1709,45,47.44,4,19,212000
1710,113,34.14,5,11,135000
1711,223,25.05,16,30,115000
1712,114,31.43,2,8,104000
1713,195,85.86,13,34,515000
1714,4,40.49,4,12,140000
1715,631,18.67,1,2,36000
1716,6,26.58,4,18,103000
1717,162,40.41,6,14,206000
1718,340,61.1,5,5,238000
1719,381,48.2,3,6,95000
1720,10,25.09,2,9,134000
1721,0,25.18,4,5,93000
1722,339,42.31,1,3,117000
1723,360,65.7,6,7,163000
1724,153,22.0,3,14,105000
1725,51,62.55,1,2,139000
1726,18,43.74,3,5,148000
1727,1,25.5,4,5,99500
1728,449,38.03,9,9,120000
1729,43,22.09,4,11,118000
1730,24,25.74,2,3,73000
1731,15,18.59,3,3,90000
1732,3,46.25,11,12,213000
1733,498,29.07,2,2,65000
1734,89,9.21,2,2,61000
1735,324,105.07,4,22,330000
1736,41,46.87,9,10,208000
1737,0,23.75,5,7,117000
1738,6,25.16,1,5,106000
1739,379,24.0,2,3,53700
1740,177,56.57,1,3,93000
1741,29,24.22,1,3,75000
1742,23,27.05,3,8,136000
1743,162,42.33,7,7,177000
1744,6,63.45,4,5,365000
1745,541,25.0,2,4,67000
1746,2,52.22,4,8,285000
1747,89,21.99,1,2,61000
1748,27,55.11,7,14,282000
1749,329,18.2,6,8,79000
1750,347,19.85,2,3,62000
1751,10,25.04,4,7,135000
1752,298,63.5,2,2,170300
1753,348,16.74,2,3,46000
1754,433,13.44,2,5,43500
1755,159,39.09,6,14,150000
1756,256,50.16,4,4,105000
1757,304,24.73,3,7,88000
1758,118,45.86,18,36,180000
1759,437,45.0,2,3,137000
1760,175,27.43,8,18,90000
1761,341,16.67,4,5,62000
1762,357,22.75,3,3,68000
1763,304,26.5,1,2,65000
1764,43,31.99,8,17,160000
1765,197,30.75,3,6,83000
1766,144,25.21,2,12,98000
1767,329,21.1,1,3,59000
1768,119,27.47,2,2,85000
1769,162,25.28,2,8,107500
1770,364,16.4,1,3,55000
1771,251,60.5,2,2,142500
1772,109,232.01,2,2,1450000
1773,34,25.14,8,8,135000
1774,1,25.5,2,9,84000
1775,109,16.19,1,2,60000
1776,383,23.6,3,4,59000
1777,1,40.56,3,5,144000
1778,339,39.66,2,3,83000
1779,31,23.46,2,2,63500
1780,177,23.56,5,8,80000
1781,198,49.43,12,14,193000
1782,164,22.93,3,10,115000
1783,202,19.14,5,7,68000
1784,416,17.39,1,2,37000
1785,187,21.87,1,3,66000
1786,172,29.5,4,4,91000
1787,196,40.8,1,6,124000
1788,180,54.01,11,19,310000
1789,391,22.0,2,3,75000
1790,77,53.46,6,9,197000
1791,355,20.0,2,2,57000
1792,18,22.2,2,4,107000
1793,370,52.2,4,6,118000
1794,224,18.41,6,14,90000
1795,64,51.44,2,4,159000
1796,53,15.72,1,3,73000
1797,0,41.2,3,3,99500
1798,68,22.12,2,2,65000
1799,26,19.16,2,3,86000
1800,480,13.0,1,2,54000
1801,118,63.97,1,3,195000
1802,92,53.08,7,10,188000
1803,19,28.96,5,11,101000
1804,389,36.0,3,5,128000
1805,149,24.18,8,14,95000
1806,62,28.71,1,3,94000
1807,0,63.12,3,3,129000
1808,134,45.29,3,3,82800
1809,427,15.3,1,3,68000
